station_name,Latitude,Longitude
南陈路,31.321519636098433,121.40421271557132
上大路,31.3174112533619,121.40347817115581
大场镇,31.293055087205573,121.42342729076864
行知路,31.28974014422702,121.420069694264
大华三路,31.28166547221664,121.42620992683163
新村路,31.065089257551016,121.8020592903412
岚皋路,31.260505229320945,121.42854044573143
长寿路,31.245161672753493,121.44239644890065
昌平路,31.241498771000952,121.45096161227718
肇嘉浜路,31.209867088049993,121.47091576240086
龙华中路,31.19772164982365,121.4768054126465
后滩,31.183539992623984,121.4802081939183
长清路,31.15885784230371,121.49806093796249
耀华路,31.17700417932204,121.48611006111885
云台路,31.320650543345902,121.32822071187006
杨高南路,31.181922456018967,121.5256567035679
锦绣路,30.90881896572876,121.4655507755731
芳华路,31.20242447980036,121.5667415145417
花木路,31.21870066780054,121.56232769041844
场中路,31.30924876,121.41946035
沈杜公路,31.080494920074393,121.55356642694906
联航路,31.082036345071565,121.522617466536
江月路,31.090204563784607,121.52189909161966
浦江镇,31.081471767076106,121.52304613792536
芦恒路,31.116417876504265,121.48874631829896
凌兆新村,31.148356048039687,121.50434466370533
杨思,31.16664480842943,121.50129564627336
成山路,31.1782385421865,121.51578252940224
中华艺术宫,31.19000484002203,121.50131495984184
陆家浜路,31.149415549398604,121.3827051706445
老西门,31.22098167768142,121.49266355913633
大世界,31.235929042252014,121.48053886017651
曲阜路,31.248715179010816,121.48122796560442
中兴路,31.017404054245493,121.51239214474649
西藏北路,31.2616547155327,121.4747157770641
曲阳路,31.288902869060884,121.49733463639835
四平路,31.300955123780565,121.51935046414204
鞍山新村,31.283821092933923,121.51892911394259
江浦路,31.273152861156746,121.52803299113344
黄兴路,31.28940524897908,121.52948501215978
延吉中路,31.28957504973755,121.53619544414987
黄兴公园,31.294540717418045,121.53435751107645
翔殷路,31.311844198879808,121.54128182960847
嫩江路,31.320700071732357,121.54066765813128
市光路,31.326176679410572,121.52813324202836
松江南站,30.989168824307786,121.23673685832692
醉白池,31.0061939428414,121.2354653967081
松江体育中心,31.021236862624015,121.2382920048258
松江新城,31.03889753670978,121.23983987505004
松江大学城,31.061187856897217,121.23903373568538
洞泾,31.092594945569033,121.23774697083932
佘山,31.101468690584877,121.18209697652976
泗泾,31.124020950676233,121.27775546418465
九亭,31.145958330836734,121.3303249314424
中春路,31.103280633585726,121.37745336222623
七宝,31.16416718643186,121.35746920869852
星中路,31.147529742875825,121.3826855426691
合川路,31.165436712266843,121.39326596462672
漕河泾开发区,31.172226691990183,121.43601111367462
桂林路,31.189068740244036,121.42044204189789
嘉善路,31.21535032247425,121.4660602351702
打浦桥,31.213439116817653,121.47489238123245
马当路,31.222583022266036,121.48144956230253
小南门,31.22134731349358,121.50581475180242
商城路,31.157152760420935,121.1266965659319
杨高中路,31.244125089817974,121.57680136845632
芳甸路,31.23330318803204,121.56502808661197
蓝天路,31.308288589291703,121.31333121000824
台儿庄路,31.264683716217856,121.600068828623
金桥,31.191665716425142,121.63729712421191
金吉路,31.274621910164722,121.63813191952234
金海路,30.92359201152707,121.50173815156758
顾唐路,31.23744329225584,121.6699087582934
民雷路,31.27287755174959,121.67552891688602
曹路,31.235929042252014,121.48053886017651
航中路,31.17807201498664,121.35896156364225
紫藤路,31.178796359807862,121.37104736597348
龙柏新村,31.183575829436563,121.36736000151613
虹桥1号航站楼,31.230824703703952,121.3369687989942
上海动物园,31.19902276837616,121.36928426174904
龙溪路,31.20623037061314,121.37288853294673
水城路,31.21408405172704,121.39753778730991
伊犁路,31.206985692748404,121.4140775473597
宋园路,31.197314147499345,121.41996422960392
交通大学,31.218481867045067,121.47798201320346
上海图书馆,31.21384083895638,121.45111701913041
一大会址·新天地,31.22339912461849,121.48183394723024
豫园,31.230962883615934,121.49432389721044
天潼路,31.24957509152154,121.48885073553484
四川北路,31.262941069897533,121.48962159754383
邮电新村,31.276583898299172,121.50262702486971
同济大学,31.235929042252014,121.48053886017651
国权路,31.295281055102585,121.51679977056175
五角场,31.310940787023583,121.52633438524464
江湾体育场,31.31328109393002,121.5192942751324
三门路,31.317117101915855,121.50379661864369
殷高东路,31.32631456407802,121.51430607446603
新江湾城,31.335124261979356,121.5285671235897
国帆路,31.346227887659175,121.51973094144078
双江路,31.3739542995218,121.54587854873357
高桥西,30.829619038959834,121.286820474391
高桥,30.829619038959834,121.286820474391
基隆路,31.35628498449338,121.59518950258445
花桥,31.75437986090134,121.26437017310266
光明路,31.02527058618602,121.43361685999888
兆丰路,31.19743072893486,121.47472305783026
安亭,31.300022409592273,121.17049024052699
上海汽车城,31.293192661329076,121.20980950699351
昌吉东路,31.298623571532328,121.21079478333482
上海赛车场,31.337724815905233,121.23187154585435
嘉定北,31.235929042252014,121.48053886017651
嘉定西,31.235929042252014,121.48053886017651
白银路,31.357726051151676,121.26534627186982
嘉定新城,31.367355254466144,121.28275112078673
马陆,31.339173109302575,121.29012324461547
陈翔公路,31.323256993100475,121.35431202415316
南翔,31.300678777849367,121.32705743498042
桃浦新村,31.286708839430624,121.35626296405972
武威路,31.286655683482653,121.36261569079574
祁连山路,31.28484057099944,121.38502248445332
李子园,31.27639277833151,121.39027487677015
上海西站,31.268790485084782,121.40930502984628
真如,31.26117551595896,121.4016330812824
枫桥路,31.2471478971849,121.41549103107964
隆德路,31.235830468875623,121.42762444360292
上海游泳馆,31.18515325349173,121.44739120719723
龙华,31.175142601789616,121.4572017813328
云锦路,31.168894874057017,121.46747938450301
龙耀路,31.166569182174324,121.46308433496489
三林,31.15089708721877,121.50909724996643
三林东,31.15089708721877,121.50909724996643
浦三路,31.16711517301284,121.53915868453564
御桥,31.235929042252014,121.48053886017651
罗山路,31.25182910396296,121.56592360737488
秀沿路,31.142221775465615,121.59635792856128
康新公路,31.12255587550608,121.62660468355719
迪士尼,31.235929042252014,121.48053886017651
七莘路,31.169480555864762,121.35026704427227
虹莘路,31.15272391542998,121.3871097871363
顾戴路,31.142510913928177,121.38395439920194
东兰路,31.163659417637756,121.40911737382524
虹梅路,31.1894378215387,121.39726333431558
虹漕路,31.18181501014402,121.41542661628644
桂林公园,31.170610273367576,121.42501576440193
国际客运中心,31.252151862653474,121.50334297436116
提篮桥,31.260357060806257,121.51546704450712
江浦公园,31.271843128042473,121.5306349330431
宁国路,31.26992479190747,121.54363215614478
隆昌路,31.28181944567867,121.54903932650099
爱国路,31.286013643648026,121.5590564210733
复兴岛,31.292788862365082,121.56876602566956
东陆路,31.27565128779495,121.60543521590905
杨高北路,31.31353815929285,121.6107679167385
金京路,31.289039339252444,121.6230979683379
申江路,31.261681771594212,121.35316677445849
金运路,31.247996047082808,121.32682917555033
金沙江西路,31.248797031887385,121.35245783175
丰庄,31.252837971997383,121.36872524623018
祁连山南路,31.242646916570354,121.37372817910692
真北路,31.259294021995963,121.39858743663729
大渡河路,31.241255014988198,121.40266906738297
武宁路,31.250427923175568,121.40652279802077
江宁路,31.020105040198168,121.40010665091576
自然博物馆,31.24116223625024,121.46914654969898
淮海中路,31.2095147652689,121.44299876274509
世博会博物馆,31.20016765126697,121.48851671141064
世博大道,31.19204907458286,121.4977918056317
华鹏路,31.18210334222237,121.5319361285743
下南路,31.17140203307928,121.5527146536645
北蔡,31.188175725858915,121.56095445078532
陈春路,31.177711076306725,121.55254406544816
莲溪路,31.18267326278162,121.5692573987835
华夏中路,31.186729878681792,121.62659031066903
中科路,31.184858917322043,121.61180240536379
学林路,31.040632708035513,121.4562262314303
张江路,31.208082682674235,121.6247371962325
封浜,31.268382362750796,121.30300117274541
乐秀路,31.27557096572997,121.3209800388832
临洮路,31.260637963415885,121.33558361189782
嘉怡路,31.271055844140072,121.35457639546473
定边路,31.26713468105402,121.37166629846986
真新新村,31.2553562356858,121.37430102853062
真光路,31.248501352132653,121.38758265515675
铜川路,31.25664443677805,121.4080368021273
中宁路,31.25306016538379,121.42052926736291
武定路,31.238434176030573,121.45413029513308
一大会址•黄陂南路,31.226052739808082,121.48182747943058
浦东南路,31.20910167419235,121.52015359418324
源深路,31.238608855162095,121.54028731557837
昌邑路,31.25123899755545,121.54365380530756
歇浦路,31.25684331455228,121.5552842565758
黄杨路,31.24530538870622,121.59606705723715
云顺路,31.238626222711463,121.62218196620937
浦东足球场,31.24472990609753,121.61768603696247
金粤路,31.24736153690489,121.63571700481987
桂桥路,31.24991846082972,121.62339602610611
紫竹高新区,31.024882833840653,121.47115695743031
永德路,31.047114513466333,121.46020391834715
元江路,31.054618856744728,121.40837124126865
双柏路,31.095646195946184,121.44758578017068
曙建路,31.09867618924655,121.42620251581117
景西路,31.10120856876866,121.42913719008172
虹梅南路,31.075055813890767,121.45099996992246
华泾西,31.123880294558845,121.46230478544332
朱梅路,31.128139608479906,121.43800220783749
罗秀路,31.133689085617757,121.41726401666469
华东理工大学,31.14953758563933,121.43022602619035
吴中路,31.180964649258907,121.3862454375746
姚虹路,31.19429822167269,121.41540928527823
红宝石路,31.202601079397095,121.41042647444493
长风公园,31.230278852458593,121.40370301702495
梅岭北路,31.24752323282797,121.40849736336226
武威东路,31.282144723992776,121.40301976585407
古浪路,31.28953948495183,121.38733112961395
祁安路,31.2944877202157,121.3925281863114
南大路,31.29941548276122,121.36312817408918
丰翔路,31.31464593090685,121.36438436451434
锦秋路,31.32860968148066,121.41251431611123
周浦东,31.120037799759316,121.58171475269725
鹤沙航城,31.015284526907763,121.42585756649535
航头东,31.03943583786847,121.5933624390077
新场,31.03208214155,121.65983785522104
野生动物园,31.0612437702009,121.7282556774386
惠南,31.05361427495269,121.75609245841233
惠南东,31.05361427495269,121.75609245841233
书院,31.235929042252014,121.48053886017651
临港大道,30.958191505074062,121.87201168786146
滴水湖,30.90356930070323,121.94730082858594
诸光路,31.18490811500907,121.31157864290743
蟠龙路,31.201603947529648,121.28592052228704
徐盈路,31.182736904596744,121.26368647277903
徐泾北城,31.18244680878805,121.25170846710898
嘉松中路,31.19359268539462,121.2287262189417
赵巷,31.235929042252014,121.48053886017651
汇金路,31.17324676865417,121.15843983143284
青浦新城,31.036602509108935,121.23749448919403
漕盈路,31.157334055188663,121.09960890527887
淀山湖大道,31.15020605864255,121.10381737676258
朱家角,31.10958861294073,121.05304523916917
东方绿舟,31.109647821192254,121.02495801061923
航头,31.03943583786847,121.5933624390077
下沙,31.235929042252014,121.48053886017651
鹤涛路,31.076650448508186,121.60919920582641
沈梅路,31.09708625698096,121.57520202532633
繁荣路,31.110561801718333,121.5819289996124
周浦,31.120037799759316,121.58171475269725
康桥,31.373609532528903,121.43011274986556
北中路,31.19052327819073,121.56763721496571
芳芯路,31.197725202074096,121.56170300876678
迎春路,30.792776985831456,121.36801648318283
丹阳路,31.262063608313973,121.53852519949
平凉路,31.27101163011639,121.54521811452264
抚顺路,31.28605360732343,121.52194176113139
复旦大学,31.341120324069642,121.51569970563422
上海财经大学,31.311874973192584,121.50725051349902
殷高路,31.326045311300508,121.49555920472739
三鲁公路,31.08230009585376,121.53043802447532
闵瑞路,31.0546808065069,121.536296054367
浦航路,31.04847665657051,121.54507142123286
东城一路,31.035772018537983,121.53836512144812
汇臻路,31.029730783999565,121.53040775157965
